Distance_(pixels),Gray_Value
0,20.000
1,20.968
2,20.845
3,20.752
4,20.376
5,20.652
6,19.984
7,20.016
8,20.491
9,20.667
10,21.020
11,21.587
12,21.687
13,21.591
14,21.755
15,22.593
16,23.146
17,23.333
18,22.954
19,22.465
20,22.288
21,22.667
22,22.708
23,22.140
24,22.382
25,22.831
26,22.667
27,22.768
28,23.806
29,25.477
30,26.928
31,28.018
32,27.348
33,27.776
34,27.559
35,27.310
36,27.867
37,28.537
38,28.621
39,29.146
40,30.014
41,30.710
42,29.905
43,29.542
44,30.271
45,31.124
46,31.159
47,31.175
48,31.694
49,31.278
50,31.552
51,32.674
52,33.379
53,34.159
54,34.237
55,33.721
56,32.000
57,32.705
58,34.723
59,36.270
60,36.277
61,34.675
62,34.249
63,33.788
64,35.393
65,36.375
66,36.606
67,37.222
68,38.144
69,39.275
70,40.492
71,40.213
72,40.298
73,40.373
74,40.308
75,40.874
76,42.113
77,43.111
78,43.581
79,44.272
80,44.959
81,45.384
82,46.068
83,45.645
84,45.855
85,46.429
86,47.509
87,48.053
88,49.304
89,51.016
90,51.602
91,52.101
92,51.492
93,51.413
94,52.456
95,52.993
96,53.000
97,51.224
98,52.818
99,54.644
100,55.161
101,55.660
102,56.399
103,56.929
104,57.421
105,58.328
106,60.366
107,62.343
108,63.574
109,63.257
110,62.264
111,61.498
112,60.424
113,60.000
114,59.233
115,58.158
116,58.840
117,60.428
118,61.968
119,63.417
120,64.140
121,63.387
122,63.587
123,63.399
124,63.720
125,63.023
126,63.044
127,63.375
128,64.714
129,66.781
130,66.159
131,67.421
132,68.716
133,68.986
134,68.657
135,68.851
136,69.838
137,70.987
138,72.370
139,73.000
140,72.865
141,72.472
142,71.674
143,71.734
144,72.468
145,74.133
146,75.174
147,75.503
148,75.279
149,75.333
150,75.333
151,75.543
152,76.155
153,75.333
154,75.426
155,77.023
156,76.666
157,76.033
158,77.215
159,77.627
160,77.041
161,78.173
162,80.083
163,81.826
164,83.841
165,85.363
166,86.094
167,85.798
168,86.381
169,86.320
170,85.874
171,85.562
172,85.832
173,86.227
174,86.861
175,87.532
176,88.718
177,88.348
178,87.217
179,88.903
180,90.706
181,92.491
182,92.876
183,92.775
184,93.041
185,93.969
186,95.846
187,96.133
188,96.667
189,96.669
190,97.150
191,96.913
192,96.769
193,97.749
194,98.985
195,101.041
196,101.144
197,101.750
198,103.199
199,104.563
200,104.702
201,103.979
202,103.499
203,103.392
204,102.381
205,101.565
206,101.492
207,101.706
208,102.640
209,104.109
210,105.733
211,106.867
212,107.147
213,106.632
214,104.747
215,104.257
216,103.643
217,104.217
218,105.885
219,107.298
220,106.688
221,107.456
222,108.460
223,108.767
224,109.128
225,109.319
226,109.370
227,108.272
228,106.193
229,105.127
230,105.734
231,105.407
232,104.560
233,102.925
234,101.409
235,100.655
236,101.016
237,101.480
238,101.653
239,104.187
240,106.492
241,106.685
242,105.834
243,105.337
244,105.196
245,104.933
246,104.652
247,104.178
248,102.962
249,101.828
250,101.667
251,101.667
252,101.669
253,101.848
254,100.621
255,99.239
256,99.063
257,99.707
258,101.804
259,102.914
260,102.214
261,101.080
262,99.050
263,98.234
264,98.152
265,97.599
266,97.333
267,97.907
268,98.498
269,98.653
270,97.901
271,98.194
272,99.173
273,99.140
274,97.923
275,96.448
276,94.884
277,94.772
278,95.000
279,95.000
280,94.939
281,94.214
282,94.014
283,94.262
284,94.510
285,92.996
286,91.139
287,90.008
288,91.034
