Distance_(pixels),Gray_Value
0,12.6667
1,13.3171
2,13.3808
3,12.7819
4,13.0698
5,13.7005
6,13.9872
7,14.3102
8,12.8794
9,11.0990
10,11.1828
11,13.5964
12,16.1023
13,16.2666
14,15.7840
15,16.3879
16,16.1956
17,14.5193
18,14.1874
19,15.3829
20,17.0109
21,17.0879
22,15.6689
23,16.8897
24,16.9446
25,17.2020
26,17.8247
27,18.5148
28,19.0672
29,20.1331
30,21.4061
31,21.7302
32,20.9731
33,20.0327
34,18.2070
35,17.6815
36,20.6163
37,21.9173
38,21.6964
39,22.3420
40,19.4961
41,21.7589
42,23.3742
43,24.2473
44,24.7660
45,24.3562
46,23.7866
47,23.7670
48,25.7668
49,28.1337
50,29.2338
51,29.1772
52,28.4081
53,27.7923
54,26.4120
55,25.9760
56,27.0302
57,28.0657
58,29.2235
59,30.3800
60,30.5898
61,30.6535
62,30.2295
63,30.6825
64,31.0680
65,29.6692
66,30.1958
67,31.7125
68,33.4277
69,34.2926
70,33.9434
71,34.0773
72,34.6753
73,35.6154
74,35.8209
75,35.5780
76,35.2540
77,36.0353
78,37.3761
79,36.2237
80,36.0621
81,36.1747
82,37.4381
83,38.3941
84,39.6547
85,39.8386
86,39.3569
87,38.9172
88,39.6065
89,42.0768
90,43.8568
91,45.2404
92,44.6940
93,44.6214
94,47.9936
95,50.6869
96,47.0710
97,46.3536
98,52.4545
99,50.6093
100,47.8672
101,45.2441
102,45.2932
103,47.2862
104,49.1334
105,48.1608
106,46.6910
107,47.7988
108,49.0050
109,50.3970
110,52.8563
111,55.3202
112,55.7681
113,55.5663
114,56.1338
115,57.4459
116,57.0544
117,57.8875
118,58.9187
119,61.2125
120,61.3333
121,59.3474
122,59.0196
123,60.2315
124,61.5251
125,62.7598
126,62.8800
127,63.4385
128,63.7433
129,63.4017
130,64.0576
131,65.8601
132,66.3586
133,68.8568
134,69.3188
135,67.7808
136,65.4459
137,68.1040
138,71.8717
139,72.7569
140,74.6042
141,73.1220
142,75.5602
143,76.3864
144,73.1010
145,71.2283
146,73.3062
147,76.4562
148,77.3024
149,76.5258
150,77.8602
151,81.0105
152,82.0000
153,81.5905
154,81.2730
155,81.0807
156,80.9467
157,83.3323
158,81.2085
159,82.8401
160,83.8403
161,84.0000
162,84.0000
163,83.6964
164,83.2236
165,82.2007
166,81.7163
167,81.7274
168,82.8724
169,84.4139
170,84.3949
171,83.7013
172,84.3124
173,84.5709
174,83.8541
175,82.1445
176,82.6314
177,82.3767
178,82.6760
179,82.1816
180,82.8346
181,85.1010
182,86.3429
183,84.7199
184,85.1642
185,87.7490
186,88.4883
187,87.5718
188,86.4833
189,85.5287
190,85.5452
191,86.4174
192,88.7765
193,90.9211
