PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range 33mW	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:04:59,650 	1,4924E-4	W
26/9/2025 15:04:59,790 	1,4822E-4	W
26/9/2025 15:04:59,980 	1,4933E-4	W
26/9/2025 15:05:00,127 	1,4758E-4	W
26/9/2025 15:05:00,278 	1,4904E-4	W
26/9/2025 15:05:00,426 	1,4673E-4	W
26/9/2025 15:05:00,578 	1,4668E-4	W
26/9/2025 15:05:00,727 	1,4807E-4	W
26/9/2025 15:05:00,876 	1,4755E-4	W
26/9/2025 15:05:01,028 	1,4962E-4	W
26/9/2025 15:05:01,178 	1,4823E-4	W
26/9/2025 15:05:01,326 	1,4840E-4	W
26/9/2025 15:05:01,476 	1,4769E-4	W
26/9/2025 15:05:01,627 	1,4834E-4	W
26/9/2025 15:05:01,779 	1,4887E-4	W
26/9/2025 15:05:01,927 	1,4764E-4	W
26/9/2025 15:05:02,076 	1,4864E-4	W
26/9/2025 15:05:02,227 	1,4844E-4	W
