PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:20:40,412 	1,7967E-1	W
26/9/2025 15:20:40,573 	1,7968E-1	W
26/9/2025 15:20:40,771 	1,7968E-1	W
26/9/2025 15:20:40,924 	1,7968E-1	W
26/9/2025 15:20:41,070 	1,7969E-1	W
26/9/2025 15:20:41,220 	1,7970E-1	W
26/9/2025 15:20:41,369 	1,7970E-1	W
26/9/2025 15:20:41,522 	1,7970E-1	W
26/9/2025 15:20:41,671 	1,7972E-1	W
26/9/2025 15:20:41,820 	1,7972E-1	W
26/9/2025 15:20:41,969 	1,7973E-1	W
26/9/2025 15:20:42,122 	1,7973E-1	W
26/9/2025 15:20:42,270 	1,7974E-1	W
26/9/2025 15:20:42,420 	1,7975E-1	W
26/9/2025 15:20:42,571 	1,7976E-1	W
26/9/2025 15:20:42,722 	1,7976E-1	W
26/9/2025 15:20:42,871 	1,7978E-1	W
26/9/2025 15:20:43,020 	1,7979E-1	W
