PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range 33mW	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:07:37,667 	1,2224E-2	W
26/9/2025 15:07:37,822 	1,2226E-2	W
26/9/2025 15:07:37,970 	1,2226E-2	W
26/9/2025 15:07:38,118 	1,2225E-2	W
26/9/2025 15:07:38,268 	1,2227E-2	W
26/9/2025 15:07:38,418 	1,2230E-2	W
26/9/2025 15:07:38,570 	1,2226E-2	W
26/9/2025 15:07:38,718 	1,2226E-2	W
26/9/2025 15:07:38,869 	1,2227E-2	W
26/9/2025 15:07:39,017 	1,2229E-2	W
26/9/2025 15:07:39,171 	1,2229E-2	W
26/9/2025 15:07:39,318 	1,2230E-2	W
26/9/2025 15:07:39,468 	1,2229E-2	W
26/9/2025 15:07:39,618 	1,2228E-2	W
26/9/2025 15:07:39,771 	1,2228E-2	W
26/9/2025 15:07:39,918 	1,2230E-2	W
26/9/2025 15:07:40,068 	1,2229E-2	W
26/9/2025 15:07:40,218 	1,2230E-2	W
