PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range 33mW	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:04:31,561 	7,2348E-5	W
26/9/2025 15:04:31,733 	7,1078E-5	W
26/9/2025 15:04:31,928 	7,2529E-5	W
26/9/2025 15:04:32,078 	7,0889E-5	W
26/9/2025 15:04:32,228 	7,2282E-5	W
26/9/2025 15:04:32,381 	7,1119E-5	W
26/9/2025 15:04:32,528 	7,0559E-5	W
26/9/2025 15:04:32,678 	7,2834E-5	W
26/9/2025 15:04:32,828 	7,2669E-5	W
26/9/2025 15:04:32,980 	7,2587E-5	W
26/9/2025 15:04:33,128 	7,0477E-5	W
26/9/2025 15:04:33,278 	7,0567E-5	W
26/9/2025 15:04:33,429 	7,1507E-5	W
26/9/2025 15:04:33,580 	7,2620E-5	W
26/9/2025 15:04:33,728 	7,2430E-5	W
26/9/2025 15:04:33,878 	6,9999E-5	W
26/9/2025 15:04:34,029 	7,1466E-5	W
26/9/2025 15:04:34,180 	7,2554E-5	W
