PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:16:54,338 	1,3232E-1	W
26/9/2025 15:16:54,510 	1,3227E-1	W
26/9/2025 15:16:54,684 	1,3221E-1	W
26/9/2025 15:16:54,835 	1,3217E-1	W
26/9/2025 15:16:54,984 	1,3212E-1	W
26/9/2025 15:16:55,184 	1,3208E-1	W
26/9/2025 15:16:55,335 	1,3204E-1	W
26/9/2025 15:16:55,483 	1,3201E-1	W
26/9/2025 15:16:55,634 	1,3197E-1	W
26/9/2025 15:16:55,783 	1,3194E-1	W
26/9/2025 15:16:55,936 	1,3189E-1	W
26/9/2025 15:16:56,085 	1,3185E-1	W
26/9/2025 15:16:56,234 	1,3181E-1	W
26/9/2025 15:16:56,385 	1,3177E-1	W
26/9/2025 15:16:56,534 	1,3172E-1	W
26/9/2025 15:16:56,683 	1,3167E-1	W
26/9/2025 15:16:56,835 	1,3164E-1	W
26/9/2025 15:16:56,985 	1,3159E-1	W
