PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:09:09,546 	3,9304E-2	W
26/9/2025 15:09:09,717 	3,9299E-2	W
26/9/2025 15:09:09,866 	3,9295E-2	W
26/9/2025 15:09:10,014 	3,9321E-2	W
26/9/2025 15:09:10,165 	3,9331E-2	W
26/9/2025 15:09:10,313 	3,9341E-2	W
26/9/2025 15:09:10,463 	3,9346E-2	W
26/9/2025 15:09:10,613 	3,9342E-2	W
26/9/2025 15:09:10,765 	3,9339E-2	W
26/9/2025 15:09:10,913 	3,9339E-2	W
26/9/2025 15:09:11,066 	3,9334E-2	W
26/9/2025 15:09:11,213 	3,9324E-2	W
26/9/2025 15:09:11,366 	3,9317E-2	W
26/9/2025 15:09:11,513 	3,9302E-2	W
26/9/2025 15:09:11,663 	3,9289E-2	W
26/9/2025 15:09:11,813 	3,9289E-2	W
26/9/2025 15:09:11,965 	3,9286E-2	W
26/9/2025 15:09:12,113 	3,9280E-2	W
