PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:17:41,631 	1,4191E-1	W
26/9/2025 15:17:41,783 	1,4188E-1	W
26/9/2025 15:17:41,981 	1,4187E-1	W
26/9/2025 15:17:42,132 	1,4185E-1	W
26/9/2025 15:17:42,281 	1,4183E-1	W
26/9/2025 15:17:42,428 	1,4182E-1	W
26/9/2025 15:17:42,578 	1,4180E-1	W
26/9/2025 15:17:42,732 	1,4178E-1	W
26/9/2025 15:17:42,877 	1,4176E-1	W
26/9/2025 15:17:43,029 	1,4174E-1	W
26/9/2025 15:17:43,179 	1,4174E-1	W
26/9/2025 15:17:43,332 	1,4169E-1	W
26/9/2025 15:17:43,480 	1,4168E-1	W
26/9/2025 15:17:43,629 	1,4166E-1	W
26/9/2025 15:17:43,781 	1,4164E-1	W
26/9/2025 15:17:43,933 	1,4161E-1	W
26/9/2025 15:17:44,078 	1,4158E-1	W
26/9/2025 15:17:44,230 	1,4155E-1	W
