PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range 33mW	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:07:05,033 	1,6205E-3	W
26/9/2025 15:07:05,177 	1,6211E-3	W
26/9/2025 15:07:05,373 	1,6194E-3	W
26/9/2025 15:07:05,518 	1,6198E-3	W
26/9/2025 15:07:05,669 	1,6211E-3	W
26/9/2025 15:07:05,816 	1,6208E-3	W
26/9/2025 15:07:05,969 	1,6201E-3	W
26/9/2025 15:07:06,114 	1,6203E-3	W
26/9/2025 15:07:06,270 	1,6217E-3	W
26/9/2025 15:07:06,415 	1,6226E-3	W
26/9/2025 15:07:06,580 	1,6206E-3	W
26/9/2025 15:07:06,776 	1,6211E-3	W
26/9/2025 15:07:06,972 	1,6193E-3	W
26/9/2025 15:07:07,116 	1,6208E-3	W
26/9/2025 15:07:07,268 	1,6224E-3	W
26/9/2025 15:07:07,420 	1,6210E-3	W
26/9/2025 15:07:07,619 	1,6207E-3	W
26/9/2025 15:07:07,772 	1,6209E-3	W
