PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:18:08,227 	1,4491E-1	W
26/9/2025 15:18:08,382 	1,4490E-1	W
26/9/2025 15:18:08,530 	1,4488E-1	W
26/9/2025 15:18:08,679 	1,4486E-1	W
26/9/2025 15:18:08,827 	1,4485E-1	W
26/9/2025 15:18:08,977 	1,4482E-1	W
26/9/2025 15:18:09,129 	1,4481E-1	W
26/9/2025 15:18:09,276 	1,4481E-1	W
26/9/2025 15:18:09,426 	1,4481E-1	W
26/9/2025 15:18:09,576 	1,4480E-1	W
26/9/2025 15:18:09,730 	1,4478E-1	W
26/9/2025 15:18:09,878 	1,4476E-1	W
26/9/2025 15:18:10,029 	1,4477E-1	W
26/9/2025 15:18:10,177 	1,4473E-1	W
26/9/2025 15:18:10,330 	1,4470E-1	W
26/9/2025 15:18:10,480 	1,4469E-1	W
26/9/2025 15:18:10,629 	1,4466E-1	W
26/9/2025 15:18:10,777 	1,4464E-1	W
