PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 0,00E+0 V/W	Zero 0,00E+0  V
26/9/2025 15:16:04,086 	1,1641E-1	W
26/9/2025 15:16:04,239 	1,1642E-1	W
26/9/2025 15:16:04,377 	1,1641E-1	W
26/9/2025 15:16:04,536 	1,1642E-1	W
26/9/2025 15:16:04,675 	1,1641E-1	W
26/9/2025 15:16:04,837 	1,1641E-1	W
26/9/2025 15:16:04,975 	1,1641E-1	W
26/9/2025 15:16:05,137 	1,1641E-1	W
26/9/2025 15:16:05,275 	1,1638E-1	W
26/9/2025 15:16:05,435 	1,1638E-1	W
26/9/2025 15:16:05,573 	1,1639E-1	W
26/9/2025 15:16:05,737 	1,1637E-1	W
26/9/2025 15:16:05,875 	1,1637E-1	W
26/9/2025 15:16:06,034 	1,1636E-1	W
26/9/2025 15:16:06,175 	1,1636E-1	W
26/9/2025 15:16:06,339 	1,1634E-1	W
26/9/2025 15:16:06,476 	1,1634E-1	W
26/9/2025 15:16:06,637 	1,1634E-1	W
