PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 301,92E-3 V/W	Zero 0,00E+0 V
26/9/2025 15:15:29,158 	1,0403E-1	W
26/9/2025 15:15:29,314 	1,0402E-1	W
26/9/2025 15:15:29,487 	1,0403E-1	W
26/9/2025 15:15:29,638 	1,0402E-1	W
26/9/2025 15:15:29,788 	1,0402E-1	W
26/9/2025 15:15:29,988 	1,0402E-1	W
26/9/2025 15:15:30,142 	1,0402E-1	W
26/9/2025 15:15:30,288 	1,0402E-1	W
26/9/2025 15:15:30,438 	1,0402E-1	W
26/9/2025 15:15:30,589 	1,0402E-1	W
26/9/2025 15:15:30,741 	1,0403E-1	W
26/9/2025 15:15:30,889 	1,0404E-1	W
26/9/2025 15:15:31,038 	1,0407E-1	W
26/9/2025 15:15:31,188 	1,0408E-1	W
26/9/2025 15:15:31,341 	1,0408E-1	W
26/9/2025 15:15:31,488 	1,0409E-1	W
26/9/2025 15:15:31,638 	1,0410E-1	W
26/9/2025 15:15:31,788 	1,0411E-1	W
