PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:10:39,045 	8,0883E-2	W
26/9/2025 15:10:39,199 	8,0878E-2	W
26/9/2025 15:10:39,359 	8,0898E-2	W
26/9/2025 15:10:39,497 	8,0905E-2	W
26/9/2025 15:10:39,655 	8,0902E-2	W
26/9/2025 15:10:39,794 	8,0900E-2	W
26/9/2025 15:10:39,957 	8,0894E-2	W
26/9/2025 15:10:40,094 	8,0881E-2	W
26/9/2025 15:10:40,256 	8,0911E-2	W
26/9/2025 15:10:40,394 	8,0895E-2	W
26/9/2025 15:10:40,557 	8,0873E-2	W
26/9/2025 15:10:40,694 	8,0872E-2	W
26/9/2025 15:10:40,855 	8,0884E-2	W
26/9/2025 15:10:40,992 	8,0865E-2	W
26/9/2025 15:10:41,157 	8,0872E-2	W
26/9/2025 15:10:41,294 	8,0879E-2	W
26/9/2025 15:10:41,455 	8,0887E-2	W
26/9/2025 15:10:41,593 	8,0904E-2	W
