PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range 33mW	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:05:53,720 	4,5451E-4	W
26/9/2025 15:05:53,877 	4,5409E-4	W
26/9/2025 15:05:54,013 	4,5524E-4	W
26/9/2025 15:05:54,176 	4,5264E-4	W
26/9/2025 15:05:54,311 	4,5228E-4	W
26/9/2025 15:05:54,473 	4,5648E-4	W
26/9/2025 15:05:54,611 	4,5450E-4	W
26/9/2025 15:05:54,776 	4,5496E-4	W
26/9/2025 15:05:54,913 	4,5414E-4	W
26/9/2025 15:05:55,074 	4,5487E-4	W
26/9/2025 15:05:55,211 	4,5649E-4	W
26/9/2025 15:05:55,375 	4,5836E-4	W
26/9/2025 15:05:55,513 	4,5743E-4	W
26/9/2025 15:05:55,673 	4,5810E-4	W
26/9/2025 15:05:55,811 	4,5685E-4	W
26/9/2025 15:05:55,976 	4,5573E-4	W
26/9/2025 15:05:56,113 	4,5836E-4	W
26/9/2025 15:05:56,274 	4,5832E-4	W
