PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:11:22,153 	9,0486E-2	W
26/9/2025 15:11:22,361 	9,0509E-2	W
26/9/2025 15:11:22,557 	9,0556E-2	W
26/9/2025 15:11:22,693 	9,0569E-2	W
26/9/2025 15:11:22,855 	9,0586E-2	W
26/9/2025 15:11:22,994 	9,0591E-2	W
26/9/2025 15:11:23,158 	9,0602E-2	W
26/9/2025 15:11:23,294 	9,0600E-2	W
26/9/2025 15:11:23,455 	9,0610E-2	W
26/9/2025 15:11:23,593 	9,0630E-2	W
26/9/2025 15:11:23,756 	9,0647E-2	W
26/9/2025 15:11:23,893 	9,0661E-2	W
26/9/2025 15:11:24,054 	9,0671E-2	W
26/9/2025 15:11:24,193 	9,0696E-2	W
26/9/2025 15:11:24,356 	9,0711E-2	W
26/9/2025 15:11:24,494 	9,0717E-2	W
26/9/2025 15:11:24,653 	9,0742E-2	W
26/9/2025 15:11:24,791 	9,0748E-2	W
