PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:09:54,610 	5,9822E-2	W
26/9/2025 15:09:54,765 	5,9834E-2	W
26/9/2025 15:09:54,961 	5,9842E-2	W
26/9/2025 15:09:55,099 	5,9844E-2	W
26/9/2025 15:09:55,259 	5,9847E-2	W
26/9/2025 15:09:55,397 	5,9846E-2	W
26/9/2025 15:09:55,560 	5,9864E-2	W
26/9/2025 15:09:55,697 	5,9859E-2	W
26/9/2025 15:09:55,858 	5,9864E-2	W
26/9/2025 15:09:55,997 	5,9866E-2	W
26/9/2025 15:09:56,160 	5,9870E-2	W
26/9/2025 15:09:56,297 	5,9849E-2	W
26/9/2025 15:09:56,458 	5,9862E-2	W
26/9/2025 15:09:56,598 	5,9851E-2	W
26/9/2025 15:09:56,760 	5,9857E-2	W
26/9/2025 15:09:56,897 	5,9873E-2	W
26/9/2025 15:09:57,058 	5,9858E-2	W
26/9/2025 15:09:57,197 	5,9865E-2	W
