PM100D  SN:P0012697  Firmware: 2.4.0 -- Sensor: S302C  SN:151417
Wave 800nm	Range Auto	Sens 301,92E-3 V/W	Zero 0,00E+0  V
26/9/2025 15:19:41,130 	1,6544E-1	W
26/9/2025 15:19:41,299 	1,6547E-1	W
26/9/2025 15:19:41,474 	1,6550E-1	W
26/9/2025 15:19:41,673 	1,6555E-1	W
26/9/2025 15:19:41,826 	1,6557E-1	W
26/9/2025 15:19:41,974 	1,6560E-1	W
26/9/2025 15:19:42,127 	1,6565E-1	W
26/9/2025 15:19:42,275 	1,6570E-1	W
26/9/2025 15:19:42,425 	1,6572E-1	W
26/9/2025 15:19:42,575 	1,6577E-1	W
26/9/2025 15:19:42,727 	1,6580E-1	W
26/9/2025 15:19:42,875 	1,6584E-1	W
26/9/2025 15:19:43,023 	1,6586E-1	W
26/9/2025 15:19:43,172 	1,6590E-1	W
26/9/2025 15:19:43,325 	1,6592E-1	W
26/9/2025 15:19:43,472 	1,6594E-1	W
26/9/2025 15:19:43,625 	1,6596E-1	W
26/9/2025 15:19:43,774 	1,6598E-1	W
