Distance_(pixels),Gray_Value
0,9.0000
1,8.9771
2,9.6160
3,10.7686
4,10.7111
5,10.7345
6,10.2178
7,9.7846
8,10.4830
9,10.9232
10,9.9187
11,8.4753
12,8.7897
13,9.6145
14,10.3810
15,10.2415
16,10.4354
17,11.2360
18,11.9196
19,12.6031
20,12.6137
21,12.2381
22,12.7222
23,14.0492
24,14.3039
25,13.9909
26,15.1416
27,15.3401
28,13.7748
29,13.4962
30,15.7225
31,17.8678
32,21.1809
33,22.2458
34,22.2954
35,22.8194
36,25.5814
37,27.8883
38,27.5876
39,27.9728
40,28.5744
41,29.8042
42,30.8367
43,31.1705
44,34.1523
45,36.2306
46,34.8255
47,34.2737
48,37.5845
49,42.0556
50,40.9722
51,42.9663
52,46.0526
53,47.2958
54,47.6592
55,47.9593
56,49.9176
57,50.1169
58,49.8524
59,50.4365
60,49.9615
61,49.7891
62,51.6363
63,50.8571
64,49.1361
65,53.7093
66,55.3033
67,53.7390
68,53.3197
69,55.4969
70,55.8390
71,55.0125
72,53.6403
73,52.6604
74,56.5374
75,61.0310
76,64.5476
77,65.4705
78,65.6160
79,65.9456
80,66.8526
81,66.5544
82,65.9431
83,63.1245
84,62.3537
85,63.3776
86,65.4824
87,66.9691
88,67.2789
89,66.8027
90,65.9443
91,65.5624
92,65.9190
93,67.0231
94,67.9252
95,68.5737
96,68.6667
97,68.9796
98,70.0000
99,70.6626
100,70.5419
101,70.8968
102,71.4905
103,71.7495
104,71.5102
105,71.0850
106,69.8493
107,69.7007
108,69.9958
109,69.4668
110,68.2761
111,66.4742
112,66.0386
113,66.2211
114,66.0850
115,68.0703
116,69.9938
117,67.6497
118,64.4593
119,63.3753
120,63.9267
121,63.2846
122,62.5200
123,63.9820
124,65.9532
125,64.6679
126,64.5102
127,64.8127
128,65.8379
129,66.1420
130,65.4095
131,64.8220
132,64.6667
133,65.4055
134,64.6513
135,62.6081
136,61.9932
137,62.2473
138,62.5619
139,63.7307
140,63.5805
141,60.8844
142,58.4371
143,59.6012
144,59.3894
145,57.1565
146,55.1313
147,54.3333
148,54.8384
149,56.2963
150,57.8900
151,58.5050
152,60.6579
153,60.7019
154,59.2570
155,59.5683
156,60.4726
157,58.9958
158,56.0485
159,54.0030
160,55.7259
161,55.1259
162,53.7755
163,55.3717
164,58.5673
165,60.5999
166,61.0330
167,61.7415
168,62.2381
169,63.3356
170,62.0200
171,60.7301
172,60.1481
173,59.8845
174,60.7744
175,63.1122
176,63.7580
177,65.3469
178,68.0851
179,69.6587
180,69.5741
181,67.6701
182,66.6682
183,66.3537
184,66.2302
185,66.7304
186,68.4259
187,68.1936
188,68.5034
189,67.5102
190,67.1861
191,67.7518
192,68.2456
193,70.1654
194,72.5442
195,72.9557
196,72.4444
197,71.6918
198,70.4709
199,69.9768
200,70.1256
201,70.9636
202,71.5194
203,71.4785
204,70.7271
205,69.1746
206,67.0006
207,66.6086
208,68.1714
209,71.0102
210,72.5646
211,70.8486
212,68.0240
213,65.9109
214,66.5617
215,70.0236
216,71.6153
217,70.7834
218,71.6622
219,69.7237
220,68.7483
221,68.6871
222,69.3946
223,69.7324
224,68.5850
225,67.1955
226,65.6599
227,64.6678
228,63.8910
229,62.9254
230,62.1528
231,61.8912
232,62.8576
233,61.6117
234,61.0275
235,60.1629
236,59.5181
237,58.7727
238,57.2676
239,56.0214
240,54.4670
241,53.8721
242,52.5982
243,50.6954
244,50.8736
245,51.0000
246,50.4952
247,48.6960
248,46.9817
249,46.1588
250,42.5690
251,39.4827
252,37.2653
253,37.8540
254,37.8647
255,35.6122
256,33.2523
257,31.7372
258,30.2160
259,26.3352
260,22.1579
261,18.7237
262,17.2208
263,15.3502
264,13.6632
265,13.0429
266,13.1791
267,11.4422
268,10.2604
269,9.9399
270,9.4490
271,9.0000
272,9.4989
273,10.0340
274,9.1035
275,7.6667
276,7.8299
277,8.7640
278,9.3909
279,8.0369
280,8.0000
281,8.0000
282,7.2245
283,7.0000
284,7.0000
285,6.5252
286,6.0821
287,6.0000
288,6.0475
289,6.3231
290,7.0000
291,7.0000
292,7.2925
293,7.6045
294,7.0000
