Distance_(pixels),Gray_Value
0,12.0000
1,13.1861
2,11.6294
3,10.7477
4,11.7516
5,12.1407
6,11.7551
7,12.3254
8,13.5573
9,14.2253
10,14.9331
11,14.9331
12,15.3673
13,16.7149
14,16.5147
15,16.0136
16,17.6145
17,17.9955
18,17.8036
19,19.2359
20,20.1205
21,20.4286
22,20.6383
23,20.3569
24,20.4913
25,22.9615
26,26.3222
27,26.9379
28,27.3908
29,30.4338
30,30.8152
31,28.7393
32,32.7901
33,36.5144
34,34.4949
35,30.9773
36,33.6192
37,36.0886
38,39.6973
39,43.9148
40,46.5618
41,47.2219
42,47.2313
43,49.1359
44,52.4082
45,52.0177
46,53.0099
47,53.8032
48,55.2102
49,56.6667
50,55.3808
51,56.5473
52,59.3917
53,61.6311
54,62.1238
55,61.9146
56,64.1353
57,67.1658
58,68.6593
59,68.6088
60,68.0136
61,69.1871
62,68.6054
63,68.0034
64,69.4816
65,71.2599
66,71.5746
67,72.1362
68,72.8085
69,73.5711
70,74.7143
71,75.9455
72,76.9120
73,77.1356
74,76.9108
75,75.5435
76,76.6020
77,78.3345
78,78.3017
79,79.7065
80,80.7994
81,79.8533
82,77.3739
83,77.4397
84,80.1361
85,81.0111
86,79.4310
87,79.2004
88,78.5878
89,78.6179
90,80.4974
91,82.4524
92,83.3085
93,83.2323
94,83.6501
95,83.1064
96,84.8844
97,84.9150
98,83.8889
99,82.7517
100,81.8337
101,81.4739
102,81.2141
103,79.6177
104,78.3149
105,76.4932
106,75.7478
107,75.8163
108,75.4626
109,75.1088
110,73.8639
111,72.0136
112,69.6712
113,66.6210
114,66.3793
115,68.7572
116,71.7075
117,73.7618
118,75.0731
119,75.7717
120,75.6572
121,73.9558
122,72.9259
123,70.7414
124,69.8242
125,68.8605
126,67.4490
127,65.2271
128,63.9058
129,62.2679
130,61.3070
131,63.2333
132,64.5042
133,64.7252
134,64.1973
135,63.4223
136,63.0626
137,62.7928
138,60.1020
139,59.0000
140,59.0000
141,59.1449
142,59.6327
143,60.0066
144,62.1066
145,63.9408
146,63.8170
147,63.3333
148,63.2459
149,62.6259
150,62.5374
151,63.1002
152,64.1225
153,66.4252
154,68.9992
155,70.3114
156,71.6163
157,71.8816
158,71.6267
159,71.2614
160,71.6209
161,71.6712
162,72.1222
163,71.7569
164,69.5977
165,68.4000
166,68.0291
167,68.6241
168,69.0476
169,70.5192
170,73.1225
171,72.5408
172,73.1203
173,75.0700
174,74.2623
175,74.9456
176,76.4230
177,76.7722
178,76.7950
179,75.7768
180,74.3247
181,73.9663
182,72.6984
183,72.0628
184,71.7262
185,72.8583
186,73.9116
187,75.0275
188,75.7579
189,77.0238
190,76.1971
191,75.2425
192,74.7354
193,73.3430
194,72.7453
195,74.2687
196,74.4444
197,73.3621
198,74.5971
199,72.8031
200,72.5594
201,72.8170
202,71.2669
203,71.7381
204,72.0032
205,70.8667
206,68.9432
207,68.7483
208,69.2353
209,69.0345
210,68.6939
211,67.7531
212,67.0156
213,67.4084
214,67.8267
215,67.9683
216,65.2653
217,63.7064
218,63.5715
219,62.7652
220,63.0952
221,62.2509
222,60.8235
223,59.3458
224,58.0295
225,56.2891
226,54.6452
227,54.1418
228,52.1769
229,50.7526
230,51.4869
231,49.7993
232,46.5379
233,47.9960
234,48.2355
235,45.3477
236,42.7512
237,41.5952
238,40.3311
239,39.2639
240,37.0439
241,34.8471
242,32.2672
243,28.9586
244,27.2962
245,27.8704
246,28.6402
247,28.2784
248,28.1461
249,25.9497
250,22.8751
251,22.0466
252,22.0000
253,21.1367
254,19.7021
255,17.6512
256,15.5468
257,14.1404
258,13.4508
259,12.3995
260,10.1723
261,9.6539
262,10.6803
263,11.0418
264,10.0929
265,9.1259
266,8.9940
267,7.5102
268,6.3197
269,6.1565
270,6.5102
271,6.4437
272,5.9082
273,5.4286
274,5.3673
275,5.7211
276,5.3673
277,5.0136
278,5.3401
279,5.6939
280,6.9093
281,7.5029
282,7.2449
283,6.3665
284,6.4626
285,6.8163
286,6.9121
287,6.4977
288,6.8776
289,7.1566
290,6.8488
291,6.2551
292,6.7075
293,6.3537
294,6.0000
