Distance_(pixels),Gray_Value
0,18.667
1,18.660
2,16.667
3,15.686
4,16.667
5,17.634
6,16.589
7,16.000
8,15.052
9,16.000
10,16.935
11,19.119
12,19.177
13,18.249
14,17.242
15,17.634
16,17.632
17,17.740
18,18.628
19,18.877
20,19.000
21,19.136
22,20.000
23,18.816
24,18.823
25,18.775
26,17.779
27,17.784
28,18.606
29,19.145
30,19.407
31,20.463
32,22.446
33,22.524
34,19.961
35,19.970
36,21.511
37,21.266
38,19.502
39,20.662
40,21.654
41,21.911
42,22.000
43,22.024
44,21.048
45,19.835
46,19.797
47,23.667
48,24.771
49,25.091
50,24.775
51,23.667
52,23.667
53,24.323
54,24.965
55,22.310
56,23.576
57,26.420
58,28.169
59,27.766
60,28.000
61,26.604
62,22.000
63,21.970
64,27.333
65,28.030
66,26.571
67,29.028
68,31.333
69,32.472
70,31.788
71,29.489
72,27.619
73,29.771
74,32.706
75,33.658
76,35.169
77,33.000
78,28.697
79,25.675
80,28.974
81,32.632
82,35.623
83,36.667
84,36.212
85,38.069
86,40.078
87,37.898
88,40.905
89,42.333
90,43.165
91,44.879
92,46.870
93,43.716
94,39.359
95,38.433
96,40.537
97,41.803
98,42.909
99,46.262
100,49.199
101,49.301
102,46.658
103,40.342
104,44.719
105,44.394
106,50.316
107,47.972
108,49.268
109,50.000
110,51.714
111,52.255
112,55.364
113,58.201
114,59.221
115,58.160
116,58.420
117,59.933
118,61.710
119,61.621
120,62.632
121,61.714
122,60.723
123,61.065
124,60.268
125,60.188
126,62.364
127,66.842
128,67.004
129,65.929
130,66.593
131,66.816
132,69.381
133,71.061
134,71.203
135,73.087
136,73.766
137,73.890
138,74.299
139,75.431
140,76.424
141,76.418
142,76.411
143,76.143
144,78.130
145,81.686
146,83.632
147,85.697
148,87.654
149,87.699
150,87.693
151,85.634
152,85.671
153,85.673
154,85.667
155,83.673
156,83.654
157,86.288
158,90.571
159,97.773
160,96.433
161,93.485
162,92.511
163,92.433
164,92.407
165,94.310
166,94.355
167,93.662
168,92.455
169,93.887
170,97.939
171,100.115
172,100.199
173,100.420
174,101.957
175,101.803
176,103.952
177,104.418
178,105.095
179,105.459
180,106.775
181,106.608
182,106.606
183,110.290
184,116.277
185,111.597
186,106.792
187,108.119
188,108.113
189,109.106
190,108.667
191,106.587
192,107.424
193,107.409
194,105.173
195,102.844
196,105.576
197,108.442
198,107.714
199,104.390
200,107.801
201,110.028
202,110.333
203,109.303
204,110.316
205,111.883
206,114.238
207,116.459
208,115.468
209,114.119
210,113.121
211,112.210
212,110.208
213,108.206
214,106.593
215,107.333
216,108.931
217,107.258
218,109.251
219,112.245
220,112.810
221,115.361
222,116.970
223,117.115
224,115.030
225,113.664
226,111.693
227,108.983
228,108.506
229,107.812
230,105.316
231,101.500
232,102.494
233,102.342
234,101.667
235,103.790
236,106.403
237,106.794
238,104.879
239,105.656
240,103.558
241,102.000
242,102.000
243,100.667
244,98.498
245,98.227
246,99.208
247,98.812
248,98.442
249,97.567
250,97.333
251,99.037
252,101.303
253,103.310
254,104.017
255,99.584
256,95.567
257,94.113
258,95.468
259,94.697
260,93.087
261,93.214
262,93.836
263,90.277
264,91.286
265,92.387
266,92.212
267,91.955
268,92.680
269,91.169
270,88.165
271,88.413
272,87.177
273,85.697
274,86.264
275,86.571
276,84.208
277,81.535
278,80.333
279,79.290
280,79.485
281,79.608
282,80.610
283,82.342
284,83.199
285,82.219
286,79.524
287,79.727
288,78.740
289,77.169
290,75.294
291,74.223
292,72.333
293,72.903
294,73.909
295,72.113
296,72.026
297,71.024
298,70.957
299,71.197
300,71.160
301,72.818
302,75.805
303,74.946
304,72.957
305,71.615
306,69.632
307,67.998
308,69.000
309,69.667
310,70.667
311,70.333
312,72.307
313,74.913
314,73.896
315,69.864
316,66.948
317,65.333
318,62.957
319,63.952
320,62.974
321,62.056
322,64.364
323,63.732
324,59.736
325,57.444
326,58.450
327,58.210
328,56.494
329,55.061
330,50.905
331,51.383
332,55.074
333,54.333
334,48.009
335,48.444
336,49.212
337,49.396
338,50.009
339,48.465
340,46.861
341,43.238
342,40.039
343,41.545
344,42.844
345,43.894
346,43.580
347,41.338
348,39.519
349,37.933
350,38.333
351,35.519
352,36.381
353,35.502
354,34.229
355,34.639
356,35.333
357,34.333
358,32.658
359,35.000
360,34.338
361,33.667
362,33.667
363,31.643
364,31.000
365,31.630
366,33.000
367,33.333
368,30.502
369,26.522
370,25.931
371,28.182
372,27.000
373,25.000
374,25.143
375,19.623
376,22.186
377,23.368
378,20.818
379,17.794
380,18.333
381,20.649
382,22.173
383,21.333
384,22.667
385,22.333
386,21.827
387,20.333
388,19.333
389,18.333
390,18.333
391,16.794
392,16.788
393,16.965
394,17.519
395,16.565
396,16.000
397,16.000
398,16.000
399,15.333
400,15.333
401,14.396
402,13.390
403,12.383
404,12.377
405,13.000
406,14.000
407,13.429
408,14.784
409,15.000
410,14.000
411,14.000
412,14.000
413,14.318
414,13.312
415,12.305
416,13.299
417,14.000
418,13.714
419,14.000
420,14.000
421,14.933
422,13.926
423,13.173
424,13.160
425,12.240
426,12.000
427,11.000
428,10.000
429,11.143
430,12.931
431,13.734
432,12.537
433,12.541
434,13.364
435,12.491
436,10.667
437,10.667
438,12.823
439,14.667
440,13.810
441,14.000
442,13.870
443,14.210
444,13.333
445,12.223
446,10.229
447,11.097
448,12.000
449,12.305
450,12.307
451,12.262
452,12.268
453,12.275
454,12.281
455,12.288
456,12.294
457,12.333
458,11.359
459,10.353
460,10.333
461,10.333
462,10.333
