Distance_(pixels),Gray_Value
0,19.667
1,18.698
2,19.371
3,20.277
4,20.517
5,18.552
6,18.779
7,18.798
8,18.967
9,20.169
10,21.000
11,21.206
12,21.450
13,21.756
14,23.158
15,22.052
16,21.133
17,21.348
18,21.996
19,20.977
20,19.709
21,18.727
22,19.746
23,20.902
24,21.766
25,22.667
26,23.016
27,22.827
28,23.017
29,22.485
30,24.459
31,24.333
32,24.733
33,25.714
34,25.333
35,25.667
36,24.883
37,23.639
38,23.907
39,24.601
40,24.832
41,26.794
42,29.122
43,30.216
44,29.318
45,28.074
46,27.530
47,26.667
48,26.567
49,27.054
50,29.144
51,32.971
52,34.944
53,32.998
54,33.347
55,34.032
56,34.051
57,33.736
58,33.755
59,35.667
60,35.793
61,34.811
62,35.830
63,37.849
64,37.667
65,37.000
66,38.761
67,40.667
68,40.943
69,40.256
70,39.667
71,40.334
72,43.315
73,45.297
74,46.278
75,48.333
76,49.333
77,49.667
78,50.797
79,52.149
80,54.501
81,55.520
82,57.000
83,57.333
84,57.333
85,57.000
86,58.333
87,59.000
88,60.000
89,61.000
90,62.000
91,63.333
92,65.607
93,67.509
94,68.236
95,68.217
96,68.198
97,68.359
98,68.494
99,69.191
100,73.461
101,77.388
102,76.914
103,78.933
104,80.000
105,81.029
106,81.688
107,81.659
108,83.298
109,84.288
110,86.893
111,89.250
112,89.231
113,89.213
114,87.667
115,87.492
116,86.510
117,86.203
118,86.881
119,89.055
120,91.501
121,91.757
122,93.053
123,94.078
124,93.878
125,94.564
126,95.729
127,96.767
128,98.072
129,99.807
130,101.480
131,102.667
132,103.318
133,103.992
134,106.686
135,109.711
136,110.736
137,110.810
138,112.000
139,114.391
140,117.000
141,118.000
142,118.223
143,119.895
144,119.667
145,117.945
146,116.927
147,117.908
148,121.444
149,125.055
150,126.445
151,127.834
152,128.000
153,126.162
154,123.187
155,121.606
156,120.382
157,120.369
158,120.748
159,121.672
160,123.667
161,124.000
162,121.040
163,120.059
164,121.822
165,122.860
166,124.013
167,123.801
168,124.181
169,127.828
170,130.810
171,130.458
172,130.544
173,131.753
174,131.735
175,132.716
176,134.000
177,134.655
178,135.355
179,136.052
180,136.000
181,136.206
182,136.584
183,138.131
184,138.094
185,138.195
186,138.176
187,140.667
188,144.723
189,145.760
190,140.000
191,142.000
192,145.667
193,147.000
194,148.000
195,149.660
196,148.000
197,143.303
198,133.705
199,131.327
200,132.073
201,134.684
202,133.627
203,132.381
204,133.172
205,132.153
206,129.935
207,132.551
208,133.377
209,132.589
210,131.118
211,129.080
212,128.667
213,128.661
214,129.640
215,126.609
216,124.631
217,123.691
218,123.697
219,123.407
220,123.419
221,122.481
222,125.222
223,122.062
224,118.327
225,115.555
226,114.506
227,116.320
228,118.147
229,117.433
230,117.316
231,116.670
232,116.354
233,116.373
234,117.406
235,115.393
236,114.047
237,111.483
238,111.489
239,111.495
240,110.501
241,108.712
242,106.750
243,104.681
244,102.737
245,101.062
246,99.383
247,101.365
248,103.346
249,104.436
250,104.103
251,104.377
252,104.153
253,103.333
254,101.256
255,98.190
256,99.594
257,98.197
258,98.650
259,99.418
260,97.362
261,98.102
262,99.166
263,96.731
264,93.697
265,90.667
266,89.664
267,90.355
268,88.029
269,86.000
270,83.333
271,83.333
272,83.000
273,82.543
274,81.667
275,81.494
276,80.513
277,78.532
278,78.450
279,77.431
280,77.157
281,75.453
282,73.790
283,71.045
284,70.007
285,69.086
286,68.055
287,67.023
288,65.000
289,62.847
290,62.442
291,62.872
292,62.040
293,58.835
294,58.632
295,58.797
296,57.778
297,55.760
298,55.333
299,54.667
300,54.037
301,53.685
302,49.665
303,48.627
304,47.295
305,45.609
306,45.591
307,45.239
308,43.887
309,41.868
310,41.484
311,39.667
312,39.667
313,40.207
314,40.226
315,39.333
316,41.264
317,39.333
318,38.000
319,36.000
320,34.995
321,33.675
322,32.667
323,32.333
324,32.946
325,32.868
326,31.333
327,31.333
328,31.333
329,32.000
330,32.807
331,31.506
332,30.693
333,31.834
334,30.887
335,32.142
336,31.333
337,28.658
338,28.333
339,28.305
340,28.540
341,28.534
342,27.667
343,26.667
344,26.211
345,25.859
346,24.333
347,24.333
348,24.646
349,24.634
350,24.333
351,24.920
352,24.939
353,24.958
354,24.620
355,24.996
356,25.681
357,25.000
358,24.718
359,24.000
360,22.667
361,21.592
362,22.333
363,22.792
364,22.779
365,23.333
366,24.000
367,24.925
368,24.333
369,23.333
370,23.277
371,22.296
372,21.969
373,23.000
