Distance_(pixels),Gray_Value
0,11.333
1,10.944
2,11.475
3,12.056
4,11.913
5,12.584
6,12.667
7,12.070
8,11.738
9,11.862
10,12.691
11,13.821
12,14.876
13,15.614
14,16.337
15,17.330
16,17.643
17,16.796
18,16.356
19,16.085
20,15.896
21,16.328
22,17.279
23,18.657
24,19.333
25,19.333
26,18.792
27,18.171
28,18.560
29,19.029
30,19.335
31,20.224
32,21.750
33,22.101
34,21.590
35,21.630
36,22.365
37,23.339
38,24.165
39,24.118
40,24.021
41,23.798
42,24.422
43,25.350
44,26.224
45,27.135
46,27.970
47,28.784
48,27.681
49,26.127
50,25.104
51,25.265
52,26.695
53,28.320
54,27.363
55,24.873
56,23.903
57,25.244
58,26.368
59,27.293
60,30.296
61,32.475
62,35.579
63,37.144
64,36.724
65,35.563
66,35.294
67,35.378
68,36.174
69,35.899
70,35.381
71,38.739
72,43.732
73,46.792
74,47.361
75,50.482
76,53.180
77,51.192
78,46.057
79,42.082
80,40.909
81,42.297
82,43.884
83,48.291
84,54.839
85,61.233
86,67.204
87,69.142
88,63.233
89,59.826
90,60.575
91,56.075
92,53.058
93,51.648
94,52.132
95,52.552
96,55.350
97,59.582
98,59.560
99,59.575
100,63.151
101,67.813
102,71.857
103,76.323
104,82.879
105,87.414
106,86.766
107,86.752
108,78.628
109,73.641
110,70.361
111,67.504
112,63.841
113,62.299
114,61.671
115,67.808
116,76.631
117,80.653
118,81.634
119,83.440
120,82.053
121,80.554
122,77.228
123,75.179
124,85.066
125,96.296
126,100.872
127,101.954
128,105.681
129,115.123
130,119.760
131,114.764
132,102.070
133,92.278
134,87.404
135,84.174
136,82.576
137,81.743
138,81.136
139,81.401
140,81.555
141,81.520
142,81.117
143,80.424
144,79.963
145,79.226
146,77.449
147,76.954
148,78.661
149,79.508
150,80.966
151,80.683
152,80.980
153,81.853
154,81.573
155,83.906
156,87.148
157,90.508
158,92.016
159,93.564
160,96.047
161,97.327
162,96.597
163,95.245
164,92.888
165,89.588
166,85.957
167,82.660
168,78.854
169,78.373
170,83.474
171,89.359
172,97.595
173,106.551
174,115.672
175,129.276
176,119.200
177,102.524
178,92.857
179,87.616
180,83.462
181,82.961
182,84.883
183,86.114
184,82.475
185,78.004
186,75.948
187,75.667
188,78.046
189,81.765
190,94.198
191,102.873
192,101.294
193,97.316
194,93.303
195,90.732
196,90.925
197,97.097
198,107.804
199,113.077
200,109.330
201,101.738
202,91.073
203,83.378
204,80.260
205,79.682
206,80.657
207,81.304
208,81.370
209,80.145
210,76.899
211,71.124
212,63.902
213,58.167
214,57.542
215,55.554
216,51.170
217,45.989
218,45.574
219,44.880
220,42.918
221,43.454
222,42.705
223,44.034
224,44.487
225,43.378
226,42.860
227,43.263
228,43.673
229,42.582
230,40.433
231,39.214
232,38.572
233,39.450
234,39.667
235,38.266
236,36.589
237,33.623
238,32.448
239,31.584
240,33.172
241,34.378
242,34.103
243,32.509
244,29.454
245,28.078
246,27.841
247,27.623
248,27.221
249,27.190
250,27.144
251,27.115
252,27.626
253,27.120
254,25.814
255,24.908
256,24.598
257,25.042
258,25.494
259,25.861
260,26.747
261,27.884
262,28.622
263,28.755
264,28.932
265,29.845
266,30.591
267,31.381
268,31.792
269,32.118
270,31.713
271,30.426
272,30.816
273,32.175
274,33.776
275,33.140
276,33.178
277,34.815
278,37.761
279,40.895
280,41.863
281,41.849
282,40.261
283,38.416
284,36.529
285,34.368
286,40.937
287,38.174
288,36.149
289,37.626
290,39.475
291,40.652
292,42.365
293,44.052
294,46.194
295,46.429
296,46.395
297,45.577
298,44.610
299,44.710
300,47.786
301,51.260
302,53.455
303,53.246
304,53.444
305,53.940
306,54.010
307,53.947
308,54.839
309,56.771
310,59.614
311,63.180
312,66.206
313,68.254
314,69.712
315,71.788
316,73.759
317,73.925
318,72.305
319,68.929
320,63.680
321,59.957
322,61.023
323,63.425
324,64.180
325,76.716
326,79.321
327,79.411
328,77.731
329,77.174
330,73.905
331,69.378
332,67.510
333,69.373
334,73.498
335,77.635
336,81.465
337,82.850
338,82.524
339,81.203
340,77.455
341,74.908
342,76.492
343,80.846
344,83.664
345,86.731
346,81.287
347,72.500
348,61.643
349,50.774
350,48.150
351,47.784
352,46.267
353,46.596
354,50.533
355,55.425
356,61.287
357,65.735
358,66.584
359,64.289
360,57.948
361,53.948
362,52.829
363,50.643
364,49.511
365,48.992
366,49.744
367,49.464
368,48.653
369,49.020
370,50.422
371,51.853
372,50.466
373,46.351
374,40.869
375,36.571
376,33.791
377,32.528
378,30.692
379,28.394
380,26.588
381,25.955
382,26.898
383,28.912
384,31.433
385,35.157
386,37.451
387,41.407
388,42.595
389,36.659
390,32.294
391,35.742
392,35.772
393,36.620
394,35.024
395,33.902
396,33.334
397,31.771
398,31.435
399,34.321
400,39.004
401,41.287
402,44.711
403,46.782
404,48.617
405,53.935
406,60.192
407,62.958
408,64.468
409,64.732
410,62.984
411,61.196
412,60.076
413,58.641
414,58.000
415,59.522
416,61.469
417,63.288
418,65.333
419,67.220
420,68.663
421,70.181
422,72.155
423,74.492
424,77.590
425,80.590
426,81.503
427,82.880
428,85.558
429,87.353
430,89.726
431,93.371
432,94.880
433,94.056
434,91.321
435,89.320
436,88.363
437,88.457
438,88.369
439,87.584
440,87.505
441,87.082
442,90.873
443,93.690
444,93.482
445,92.165
446,93.502
447,94.746
448,93.859
449,89.944
450,85.692
451,84.556
452,88.147
453,96.298
454,105.517
455,115.533
456,112.274
457,101.184
458,100.180
459,110.239
460,109.060
461,112.116
462,107.668
463,102.753
464,101.050
465,94.504
466,92.668
467,91.561
468,89.845
469,88.849
470,89.100
471,90.296
472,90.675
473,93.023
474,92.327
475,89.294
476,86.271
477,83.594
478,81.031
479,78.338
480,75.939
481,74.306
482,75.121
483,78.725
484,86.562
485,98.034
486,106.535
487,104.419
488,93.252
489,80.951
490,67.020
491,53.178
492,39.023
493,29.452
494,30.580
495,36.163
496,38.916
497,38.801
498,38.772
499,37.828
500,37.379
501,37.546
502,36.661
503,36.168
504,36.123
505,37.091
506,36.775
507,36.340
508,38.064
509,39.884
510,42.307
511,42.995
512,43.456
513,43.916
514,43.731
515,38.931
516,36.796
517,38.703
518,39.993
519,39.570
520,38.833
521,39.842
522,41.185
523,43.248
524,46.963
525,49.169
526,50.700
527,51.227
528,51.396
529,51.743
530,51.252
531,52.295
532,53.669
533,54.451
534,58.290
535,65.311
536,73.063
537,79.055
538,82.601
539,84.770
540,82.397
541,82.438
542,92.624
543,104.674
544,117.009
545,120.853
546,112.961
547,106.465
548,103.428
549,106.875
550,111.634
551,112.996
552,104.677
553,97.415
554,93.232
555,94.488
556,103.476
557,113.312
558,108.796
559,101.857
560,94.555
561,90.556
562,102.946
563,112.653
564,111.650
565,111.046
566,107.896
567,104.240
568,102.921
569,99.820
570,96.899
571,93.983
572,89.277
573,92.265
574,87.479
575,95.692
576,107.574
577,112.503
578,111.996
579,113.902
580,116.501
581,112.962
582,112.575
583,116.491
584,106.375
585,96.638
586,93.160
587,91.512
588,92.942
589,95.416
590,95.885
591,93.769
592,90.333
593,89.020
594,91.613
595,93.579
596,93.063
597,91.897
598,87.316
599,78.394
600,72.126
601,69.640
602,69.450
603,72.599
604,75.811
605,77.577
606,78.696
607,80.370
608,81.049
609,81.530
610,79.554
611,72.400
612,63.305
613,57.259
614,52.279
615,48.796
616,46.275
617,45.977
618,45.534
619,45.464
620,43.650
621,41.920
622,40.785
623,39.732
624,40.172
625,41.424
626,40.746
627,40.334
628,42.097
629,43.791
630,45.376
631,45.929
632,45.257
633,43.544
634,41.987
635,41.431
636,42.493
637,43.009
638,45.641
639,48.556
640,50.827
641,53.248
642,57.764
643,62.299
644,65.131
645,68.068
646,71.025
647,73.488
648,76.157
649,78.769
650,80.345
651,77.970
652,74.274
653,74.268
654,75.484
655,76.680
656,79.344
657,85.078
658,91.864
659,95.852
660,98.979
661,104.756
662,113.402
663,127.444
664,141.441
665,146.739
666,146.687
667,146.423
668,144.973
669,145.319
670,140.492
671,129.374
672,122.251
673,123.910
674,144.840
675,151.174
676,155.840
677,156.565
678,146.882
679,145.911
