Distance_(pixels),Gray_Value
0,19.667
1,20.645
2,23.354
3,24.472
4,25.326
5,25.643
6,24.540
7,23.269
8,21.590
9,20.512
10,19.532
11,18.867
12,18.417
13,19.303
14,20.923
15,22.337
16,23.270
17,23.457
18,23.413
19,23.381
20,22.723
21,21.660
22,21.366
23,22.864
24,26.494
25,30.693
26,30.548
27,28.730
28,28.920
29,29.501
30,30.653
31,31.582
32,32.000
33,31.875
34,31.058
35,29.312
36,28.567
37,28.094
38,28.203
39,29.012
40,30.582
41,32.470
42,34.471
43,34.300
44,32.206
45,29.328
46,30.620
47,31.032
48,30.841
49,31.033
50,32.102
51,31.587
52,33.759
53,35.598
54,35.417
55,35.049
56,36.273
57,37.860
58,38.455
59,37.169
60,36.665
61,35.742
62,35.811
63,36.484
64,37.241
65,38.334
66,41.163
67,41.697
68,40.685
69,41.026
70,43.213
71,45.443
72,45.090
73,43.238
74,41.465
75,40.739
76,40.082
77,39.816
78,40.981
79,42.468
80,43.742
81,43.779
82,42.235
83,40.737
84,41.488
85,44.510
86,47.259
87,47.678
88,46.958
89,47.227
90,47.165
91,45.949
92,46.355
93,48.228
94,50.280
95,50.969
96,50.060
97,47.483
98,47.112
99,48.249
100,48.145
101,50.303
102,50.280
103,49.313
104,49.779
105,52.523
106,55.961
107,58.708
108,58.061
109,58.126
110,58.029
111,59.335
112,61.236
113,63.046
114,62.108
115,60.564
116,57.457
117,55.437
118,54.662
119,56.112
120,57.117
121,57.814
122,60.800
123,64.935
124,69.608
125,74.515
126,76.522
127,76.136
128,75.821
129,75.607
130,76.928
131,81.068
132,86.525
133,94.684
134,103.888
135,108.277
136,105.284
137,101.177
138,99.544
139,97.886
140,96.483
141,95.920
142,95.219
143,93.902
144,92.726
145,91.452
146,91.554
147,92.290
148,93.721
149,94.341
150,94.189
151,93.182
152,94.797
153,96.597
154,98.456
155,97.115
156,95.265
157,92.811
158,88.027
159,82.962
160,80.933
161,80.809
162,80.162
163,80.326
164,82.572
165,87.632
166,99.338
167,108.875
168,112.720
169,114.927
170,114.908
171,113.929
172,109.015
173,105.985
174,107.061
175,109.066
176,109.059
177,106.707
178,113.501
179,125.576
180,130.530
181,129.575
182,127.690
183,125.801
184,121.432
185,116.923
186,112.747
187,109.969
188,111.827
189,113.261
190,113.196
191,116.947
192,118.525
193,119.296
194,120.934
195,123.930
196,127.923
197,133.014
198,130.452
199,129.146
200,135.221
201,141.562
202,146.427
203,161.849
204,175.487
205,179.369
206,187.575
207,191.065
208,196.716
209,208.628
210,205.046
211,180.702
