Distance_(pixels),Gray_Value
0,23.333
1,23.438
2,24.995
3,24.274
4,23.423
5,23.438
6,20.982
7,21.328
8,22.479
9,22.432
10,22.938
11,24.830
12,27.525
13,27.607
14,27.417
15,25.371
16,23.077
17,22.103
18,22.327
19,22.655
20,23.630
21,24.949
22,25.052
23,26.714
24,28.268
25,27.697
26,25.418
27,24.102
28,24.416
29,25.281
30,24.923
31,24.955
32,25.028
33,25.999
34,25.516
35,26.283
36,27.125
37,27.326
38,27.337
39,26.529
40,27.450
41,28.278
42,30.488
43,32.510
44,32.667
45,32.518
46,31.652
47,30.716
48,30.687
49,30.727
50,31.421
51,30.643
52,30.444
53,30.138
54,30.006
55,30.178
56,32.352
57,34.099
58,34.035
59,35.021
60,36.570
61,36.458
62,38.141
63,38.925
64,38.773
65,39.866
66,39.857
67,39.548
68,39.059
69,39.497
70,39.659
71,40.651
72,41.709
73,41.215
74,40.084
75,41.240
76,43.573
77,43.623
78,44.538
79,43.265
80,42.754
81,41.540
82,39.915
83,39.268
84,39.522
85,40.364
86,39.582
87,41.875
88,43.515
89,43.322
90,42.516
91,43.869
92,45.269
93,45.532
94,45.674
95,45.677
96,48.098
97,50.196
98,49.813
99,49.667
100,49.939
101,48.367
102,48.535
103,47.963
104,49.038
105,50.981
106,52.298
107,53.332
108,54.862
109,56.377
110,57.766
111,58.531
112,60.397
113,61.642
114,62.753
115,65.109
116,66.206
117,63.962
118,63.942
119,66.530
120,69.936
121,72.793
122,73.164
123,70.720
124,68.406
125,67.834
126,67.122
127,69.308
128,73.311
129,75.494
130,77.075
131,78.583
132,80.236
133,80.918
134,81.915
135,85.036
136,87.852
137,88.656
138,89.434
139,88.781
140,87.702
141,87.794
142,86.542
143,86.009
144,89.155
145,94.575
146,98.087
147,97.801
148,96.208
149,94.550
150,95.246
151,98.222
152,102.147
153,104.531
154,107.672
155,110.607
156,114.743
157,119.131
158,121.197
159,125.258
160,129.108
161,125.298
162,121.287
163,120.291
164,118.312
165,116.998
166,118.248
167,120.171
168,123.359
169,129.691
170,136.694
171,137.704
172,132.656
173,129.671
174,126.143
175,122.719
176,123.544
177,125.694
178,124.862
179,122.935
180,121.680
181,123.283
182,124.663
183,127.348
184,130.789
185,134.434
186,137.410
187,139.798
188,139.771
189,137.928
190,135.709
191,138.156
192,142.346
193,142.268
194,139.765
195,140.491
196,142.360
197,142.170
198,144.695
199,144.083
200,143.916
201,147.674
202,150.640
203,150.898
204,150.351
205,151.171
206,154.483
207,157.891
208,160.243
209,162.033
210,164.109
211,166.627
212,169.137
213,171.795
214,172.993
215,172.779
216,167.916
217,164.441
218,164.768
219,165.291
220,166.241
221,166.094
222,166.455
223,163.035
224,158.022
225,155.808
226,155.073
227,156.825
228,162.611
229,168.242
230,169.623
231,170.298
232,170.386
233,168.646
234,169.584
235,174.597
236,178.816
237,179.279
238,179.376
239,180.551
240,180.439
241,177.893
242,174.974
243,174.182
244,173.462
245,170.621
246,167.345
247,164.572
248,159.872
249,155.625
250,149.303
251,144.398
252,143.698
253,144.925
254,149.517
255,151.815
256,150.677
257,143.189
258,133.116
259,130.025
260,127.681
261,124.510
262,128.105
263,132.722
264,135.874
265,139.519
266,143.095
267,149.803
268,158.795
269,164.976
270,168.820
271,171.001
272,170.301
273,167.530
274,164.277
275,162.818
276,163.073
277,164.242
278,166.282
279,168.671
280,174.589
281,185.782
282,191.735
283,193.605
284,197.820
285,200.342
286,197.063
287,195.417
288,195.755
289,194.365
290,191.921
291,188.050
292,182.376
293,181.382
294,184.099
295,185.833
296,186.688
297,180.735
298,170.489
299,162.108
300,159.181
301,163.086
302,164.531
303,163.568
304,162.648
305,159.103
306,153.655
307,150.878
308,151.477
309,152.094
310,152.062
311,152.686
312,153.343
313,153.117
314,150.025
315,145.986
316,143.484
317,141.390
318,137.940
319,135.306
320,134.784
321,134.639
322,132.985
323,128.913
324,123.179
325,122.142
326,119.923
327,113.765
328,108.910
329,109.622
330,111.325
331,110.356
332,110.455
333,110.936
334,111.264
335,111.334
336,110.612
337,114.223
338,116.140
339,115.434
340,113.355
341,108.807
342,105.779
343,104.778
344,103.397
345,103.122
346,103.365
347,103.176
348,103.596
349,104.213
350,103.787
351,101.763
352,96.376
353,90.966
354,87.127
355,84.517
356,82.552
357,82.146
358,82.922
359,84.271
360,86.426
361,85.714
362,83.486
363,81.391
364,78.987
365,76.091
366,73.776
367,71.607
368,68.551
369,66.934
370,68.540
371,70.333
372,70.052
373,69.142
374,67.613
375,65.063
376,62.336
377,61.139
378,62.081
379,63.887
380,65.447
381,66.606
382,65.988
383,65.840
384,68.099
385,67.902
386,65.933
387,65.222
388,65.603
389,64.529
390,63.138
391,63.057
392,63.581
393,63.224
394,65.076
395,69.925
396,75.787
397,80.816
398,84.688
399,88.490
400,92.516
401,93.597
402,92.513
403,92.322
404,93.523
405,96.447
406,98.953
407,98.590
408,98.763
409,99.082
410,97.684
411,95.419
412,93.385
413,94.184
414,95.920
415,97.129
416,97.598
417,96.660
418,96.933
419,98.996
420,101.097
421,102.786
422,103.990
423,105.361
424,105.574
425,106.094
426,109.583
427,118.932
428,130.238
429,135.773
430,136.567
431,136.466
432,134.463
433,132.296
434,133.208
435,130.369
436,127.307
437,120.363
438,117.978
439,119.249
440,130.079
441,136.968
442,137.140
443,138.758
444,143.498
445,147.252
446,148.390
447,148.883
448,144.930
449,140.811
450,140.023
451,143.345
452,144.718
453,139.848
454,134.080
455,133.447
456,134.025
457,133.242
458,131.934
459,132.377
460,134.860
461,134.069
462,132.462
463,132.570
464,129.108
465,128.483
466,129.733
467,132.898
468,137.170
469,140.057
470,140.191
471,136.671
472,131.617
473,125.142
474,119.772
475,117.947
476,119.198
477,120.226
478,119.069
479,112.850
480,109.524
481,110.116
482,111.046
483,108.891
484,108.025
485,106.851
486,103.492
487,99.990
488,96.337
489,91.567
490,88.812
491,86.648
492,83.559
493,82.702
494,83.772
495,84.448
496,84.287
497,83.163
498,81.705
499,82.089
500,81.760
501,82.461
502,84.324
503,85.088
504,85.505
505,83.073
506,79.386
507,76.337
508,73.371
509,68.304
510,63.840
511,63.554
512,58.601
513,57.616
514,56.894
515,53.532
516,51.305
517,52.939
518,53.820
519,50.870
520,49.494
521,47.794
522,46.760
523,46.254
524,45.475
525,45.605
526,46.848
527,46.857
528,47.988
529,47.587
530,46.291
531,47.803
532,51.749
533,54.282
534,54.421
535,56.989
536,56.615
537,60.035
538,61.596
539,61.655
540,61.785
541,66.276
542,70.118
543,72.177
544,73.304
545,72.979
546,71.501
547,72.682
548,76.766
549,82.505
550,86.831
551,91.658
552,93.728
553,93.220
554,90.411
555,89.679
556,90.787
557,92.272
558,91.095
559,93.370
560,96.604
561,97.646
562,98.536
563,98.852
564,96.217
565,95.327
566,98.274
567,98.569
568,98.833
569,99.635
570,99.988
571,100.032
572,99.936
573,95.987
574,90.068
575,91.563
576,91.654
577,91.663
578,92.186
579,93.629
580,92.649
581,93.496
582,94.047
583,94.143
584,99.107
585,102.276
586,103.634
587,105.801
588,101.490
589,96.260
590,96.011
591,97.356
592,101.900
593,105.676
594,110.567
595,112.604
596,105.643
597,96.470
598,92.146
599,89.734
600,86.130
601,86.830
602,90.092
603,92.051
604,93.123
605,94.217
606,94.333
607,91.263
608,84.948
609,78.049
610,73.560
611,68.829
612,65.685
613,65.340
614,65.391
615,63.229
616,63.829
617,61.389
618,56.324
619,53.919
620,53.667
621,53.377
622,53.333
623,53.875
624,52.310
625,51.881
626,52.249
627,50.989
628,51.218
629,50.481
630,48.635
631,48.281
632,49.118
633,49.155
634,47.888
635,46.013
636,46.653
637,49.009
638,51.460
639,50.639
640,49.118
641,46.932
642,45.396
643,45.202
644,45.035
645,43.997
646,43.686
647,44.182
648,44.584
649,46.226
650,46.113
651,44.520
652,43.450
653,44.721
654,45.970
655,45.440
656,44.621
657,45.715
658,46.937
659,49.241
660,51.307
661,51.479
662,49.029
663,50.924
664,54.498
665,58.547
666,62.218
667,65.039
668,66.762
669,68.525
670,72.026
671,76.950
672,82.531
673,87.595
674,91.508
675,93.925
676,92.601
677,88.321
678,85.734
679,85.463
680,83.351
681,84.125
682,86.989
683,88.475
684,89.036
685,91.481
686,94.521
687,99.079
688,100.847
689,104.733
690,107.986
691,106.686
692,105.259
693,105.276
694,104.472
695,102.846
696,97.628
697,93.156
698,94.906
699,101.352
700,108.416
701,115.583
702,120.075
703,121.363
704,115.704
705,110.462
706,107.666
707,103.902
708,100.990
709,99.372
710,98.659
711,98.251
712,96.473
713,94.997
714,94.230
715,91.698
716,89.983
717,94.429
718,101.290
719,105.854
720,114.075
721,118.482
722,115.542
723,109.806
724,105.392
725,102.974
726,99.466
727,95.821
728,89.515
729,82.958
730,80.328
731,77.755
732,74.327
733,72.137
734,69.630
735,66.373
736,65.932
737,65.968
738,66.616
739,68.056
740,69.947
741,68.643
742,64.043
743,59.789
744,56.910
745,54.451
746,50.386
747,44.425
748,40.370
749,39.902
750,40.905
751,40.280
752,39.151
753,37.273
754,38.107
755,36.840
756,34.071
757,39.052
758,40.008
759,39.159
760,37.857
761,36.877
762,36.942
763,36.520
764,35.737
765,35.111
766,34.977
767,34.814
768,35.872
769,37.067
770,36.692
771,36.623
772,37.307
773,38.410
774,39.369
775,41.538
