Distance_(pixels),Gray_Value
0,13.667
1,14.934
2,13.116
3,12.298
4,12.613
5,13.128
6,14.519
7,17.978
8,17.206
9,16.632
10,14.862
11,12.853
12,12.061
13,11.782
14,11.669
15,13.403
16,16.327
17,17.685
18,16.488
19,15.047
20,16.413
21,16.870
22,15.734
23,19.088
24,22.238
25,17.060
26,14.685
27,14.246
28,16.109
29,15.937
30,17.126
31,18.477
32,18.547
33,20.186
34,18.884
35,19.426
36,21.118
37,22.041
38,22.985
39,23.501
40,22.916
41,24.231
42,25.490
43,24.099
44,21.685
45,20.423
46,22.577
47,24.534
48,24.277
49,23.921
50,23.367
51,21.097
52,20.412
53,20.877
54,20.476
55,21.588
56,22.669
57,22.471
58,23.293
59,24.239
60,24.498
61,24.330
62,23.891
63,24.432
64,26.131
65,28.043
66,27.991
67,27.574
68,28.508
69,28.466
70,27.146
71,26.683
72,27.722
73,29.677
74,31.510
75,32.120
76,32.271
77,31.330
78,31.249
79,33.494
80,36.701
81,36.352
82,34.691
83,34.949
84,37.019
85,38.331
86,37.904
87,37.210
88,37.444
89,38.254
90,38.009
91,39.185
92,41.025
93,43.107
94,42.846
95,41.282
96,41.739
97,43.824
98,44.996
99,44.569
100,46.007
101,48.056
102,49.283
103,48.792
104,49.142
105,51.501
106,54.083
107,56.250
108,60.079
109,54.766
110,53.105
111,55.747
112,57.000
113,57.000
114,56.549
115,55.759
116,55.509
117,55.686
118,56.434
119,55.247
120,55.519
121,59.407
122,62.972
123,62.843
124,62.528
125,63.098
126,63.481
127,62.886
128,63.375
129,63.930
130,63.598
131,63.833
132,65.492
133,66.309
134,67.023
135,68.022
136,68.205
137,68.410
138,68.105
139,67.470
140,67.601
141,69.787
142,69.685
143,69.786
144,72.225
145,75.464
146,75.175
147,73.268
148,72.919
149,74.721
150,77.486
151,80.292
152,82.271
153,81.706
154,80.969
155,80.636
156,77.897
157,76.098
158,78.716
159,78.942
160,78.819
161,79.343
162,80.967
163,82.032
164,83.775
165,84.571
166,84.000
167,84.144
168,86.073
169,87.998
170,86.069
171,86.195
172,87.789
173,88.000
174,90.122
175,90.838
176,90.925
177,90.758
178,91.095
179,91.980
180,91.500
181,90.469
182,89.976
183,90.204
184,91.382
185,92.535
186,93.203
187,92.348
188,90.530
189,89.593
190,88.878
191,91.539
192,93.707
193,92.929
194,90.705
195,90.968
196,90.448
197,88.126
198,87.074
199,86.969
200,89.776
201,94.462
202,97.987
203,98.862
204,96.579
